akun;text
tsabit_arbute;Dari pada 190 tahun mending jual aja sekalian 🤣
sri.mulyani.2405;Udh mau end....masih aja mau bikin susah Jok
after___may;Teu jarelaass
kiicardi;Anda yg akan bertanggung jawab soal rusaknya hutan kalimantan nanti nya
arifbimantoro;S3 marketing Abangkuh 🔥🔥🔥
adjikusheru;wealah pak.. wis kadung ga percaya aku.. omonganmu esuk dele sore tempe.. 🤣🤣
swahyuni15;🤣🤣🤣🤣
ruhdi7;🥹🥹🥹😭😭😭
nu91__;"WOI RAKYATNYA PADA KEMANA INI KOK YG KEK GINI DIBIARKAN 🤦 LAMA LAMA ANCUR DH NIH NEGRI, BENER KATA GUS DUR ""BANGSA INI PENAKUT""!!!👎🤦"
aryo_zega;di akhir masa jabatan nya di cap sebagai predisen terburuk😂
abdulrozaqthofa_18921;"Hmm 😐😮🤔 mirissss 😤😔😌😌""Jika kekuasaan diraih dengan cara yang tidak jujur, dengan cara yang licik maka yakinlah kekuasaan itu akan menghasilkan kehinaan baik di dunia maupun di akhirat. Dan kita jangan berharap kepada orang-orang yang menghasilkan kekuasaan dengan cara yang licik, Sebaliknya jika kekuasaan diraih dengan cara yang jujur dan amanah, maka kekuasaan itu akan menghasilkan kemuliaan. Pemimpin yang dihasilkan dari sebuah kejujuran akan berdampak kebaikan bagi masyarakat banyak."" & Dari Abu Said al-Khudri RA bahwa Rasulullah SAW bersabda: ""Jihad yang paling utama adalah mengutarakan perkataan yang adil di depan penguasa atau pemimpin yang zalim.” (Riwayat Abu Daud, Tirmidzi, Ibnu Majah, dan Ahmad)"
rochmah2904;DPR gk ada fungsinya,,,datang duduk nyamil kotakan minum ngantuk main hp ketiduran🤣
pelaritakuthitam;Kasihkan aja sekalian pak.. bener kata pak karno klo kita bakal dijajah sama bangsa sendiri... terbukti dah
kinsa.biya;Mau bangun ibu kota negara Indonesia tp yg punya orang luar negri, sampe 190th lg. Lah 😂😂😂
alfindwiandrian;Sekalian aja jual negaranya pakk... pakk...😂
trading_by_ai;Seperti biasa hukum kebalikannya😂
novaasugiarti;asbun
kafikall;Menarik? 😂😂😂🤣 amburadul.
fawzir14;Hgn untuk dijajah asing wkwkwk
iqbalayahjauza;Ingat kata rocky gerung...si DUNGU
xidms__;the symson : SINGAPORE👉🏻
rynold09;Mantap pak jookkk.. makelar berkedok presiden
svn_romero;Semoga Papua bisa merdeka, biar lihat indo bisa apa.
rizzal.319;Di lelang yaa . Enak bgt orang ini semaunya saja
abimanyu4852;Itu bukan menarik infestor 190 th .itu menyuruh negara luar untuk menjajah indonesia lagi.emang makin gedbrusssssss  unfaedah bagi negara ini
cosmickids__;kali ini saya tidak setuju
aldevarodhafir;Gak seumur hidup sekalian
robbywahyono;Itu mh sama aja dijual
donnapascanaberillaaghasy27;Heran sama yg milih dan mendewakannya 🤣🤣🤣🤣🤣🤣🤣
lutfiannazar;Njenengan ancen juwooos pak
noob_terus;68 % setuju kok..rasain tu
mu_tiara_1;Ga sekalian 350 tahun?!
elvirayusnamurti;Gak bisa menyalahkan beliau ...salah yg memilih dia....
hamdan.design;Serem, direbut singapura bisa tuh kalimantan 😢
alfian.rahmat;Pemerintah macam apa ini 😂
jho_chentz0466;Hingga 12 keturunan, negara dikorbankan, jika korupsi tidak ada/dihabisi gak perlu cari investor hingga banyak pengorbanan masyarakat.
basudewas;tanggung masbro, buat HGU jadi 350 tahun aja ...biar akur sama belande jajah kita
cecep_470;Project memaksakan,lucu😂😂😂😂😂
bu_agus3026;Wahh kompetitornya pegadaian nehh 😂😂😂
rningrum38;IKN di obral besar besaran..
retnoagustin;Hidup mati 4 kehidupan jg ga selesai itu kontrak ama investor
sahangaranmanehsaha;Dulu pahlawan kita mengusir penjajah, sekarang ????
jati_kuntoro;Sampe nunggu pak jokowi terlahir kembali...belum habis kntraknya...jan entes nantinya mempunyai cicu bernama jokowi..
dwisaasono;190 tahun?, keliatan banget depresinya karena investor ga masuk
akmal_afiff_alkhatib;PAHLAWAN BELA BELA TANAH AIR SAMPEL TARUHAN NYAWA, PEJABAT SKRG TAWARIN TANAH AIR BUAT SAMBUNG NYAWA
andicalter;hasil dari 58% lucunya masih berleha2 sadar lah wahai kaum 58😂😂
firmankunsar;Terjual sudah tanah air ku
iwanardankurniawan;Masih adakah yg percaya dengan omongan ya?
muhammadsalehsiregar28;Klw org tdk mikir masa depan ya seperti ini
usopatb;klo tdk sanggup bangun ikn dengan cara2 aman tdk usah dulu
haspriyanti;Alhamdulillah dri dulu ga pernah pilih org ini...😂
faishalbolang;Perlunya memilih pemimpin cerdas bukan hanya muka sederhana dan suka blusukan , , menyala kang kayu 🔥🔥🔥
fittriania;Semua yg keluar dari mulut ny adalah kebalikan nya👏👏
kamik_sanjaya_45;Terlalu memaksakan demi keuntungan kelompok. 😢
sangpencari85;Udah sh buruan ganti presiden nya, dah bosen liat muka itu terus
yowzariandi;😢
camelrzi;Tombol kontol ->
supradito72;Yg ptg kekayaan pejabat meningkat
yusuffadhillah73;Diskon besar besaran untuk org luar negeri 😂😂😂
ujangrapei;Meledak 🔥🔥🔥
nans.teiin;😢
banie_signora;Sales negara 🤣
hyibnuakil_;Obrak abrik terus pak mantap🗿🗿
ratna_java;😭😭😭
er_chuwan;
vsudianto;Curiga sbnrnya hutang menumpuk tll tinggi, sehingga apapun utk investor tanpa memikirkan masyarakat lokal, lingkungan hidup dan kondisi alam jd terabaikan. Penasaran wkt dulu hitungan utk pembangunannya kayak gimana..
fauzansikarjan;Ngeri😢😢 gk kapok dengan sejarah freeport,
lagoli8351;Lo jual negara namanya atas nama investasi
irwankurniawan29;Stop dong jangan dirusak negara ini .
danaryoung_;Hidup sementara akhirat selamanya 🙏🏽
ajaervin;tanggung pak...sekalian aja seumur hidup...
dido.ok;Investasi kayaknya ga mau ....coba bilang china klu mau ngutang lagi pasti berapapun mintanya dikasih😂😂😂😂😂😂
wawone9;Sama mengadaikan 😢
chrizlee99;190 tahun msh sepi investor, mungkin 290 tahun lbh menarik
arie_riiee;Aturan bisa di rubah ini INDONESIA🔥😂jangan mau di tipu
ajiseptian24;Bilang aja Pembangunan Gagal Menghamburkan Uang Rakyat hanya untuk Membangun Kota Yg Gagal
nsaifudin10;Ibarat punya otak tapi gak dipakeee
rezkiade_bahtiar;Msih heran knp bisa 2 periode ya 🤣 atyran gajelas , besok apalagi, gass sbelum jad purna 😀,
subonotariyanto;Jelata 0 reputasi 🔥
imperfectzy_23;Investasi atau “jual” negara?
whyrind;😢😢
taufik_2it;Jual beli berkedok investasi ,the real Kalimantan adalah Singapura dimasa depan
landunx;Sekalian saja HGU nya seumur hidupnya Indonesia....
zulkarnain2688;Nanggung mending sekalian 3,5 abad aja biar sekalian kaya di jajah..miris!! 😢😢
ijal_djee;🤕😨😱
mulyadi_rgs;Terkonfirmasi KALANG KABUT😂
hafialfiah;Plis pak kalo mau lengser jangan banyak aiueo 😢
prayono.sandi;Agak Laen.
sumi884488;Capeknya...
myname.is.hardi;Lah yg dimaksud 2045 adalah Indonesia Emas itu apa🤔
alfaridhokurniasyandy;Tanah kalimantan milik orang kalimantan bukan milik  pribadi..
azka66981;Menarik penjajah
hitz_update;Gak usah banyak omong deh,  banyak realisasi yg jauh dari harapan masyarakat..
adimiharsa8;Dipikir tanah orang tuanya nih negara
dh4nie78;Merdeka aja baru 79 tahun ni gadai negara ampe 190 taun
risyafitri_9;Gak setuju. Kalo yg investasi org luar semua gimana? Apa negara kita akan baik2 saja?😢
agopar879;Presiden penjajah di era milenial yg menjajah rakyat nya sendiri demi menguntungkan asing.
mkhssdn;penjajah yang di legalkan.
wigunagaes_;Lucu
arafat8823;Pertanyaan nya.. Apakah dia masih hidup???
ardi.firm_;Fix di jajah
azis_reka;Jukiwi 🤣
isch5227;Ngawuur
asulaimankartini;menuju indonesia asam sulfat 2045 🔥
hartoyo_dirotsaha77;TETAP WASPADA PKI GAYA BARU ☻☻☻🤑🤑🤑
syofnal;Dijajah lagi
badel_pierosalvia;Menjual dengan secara halus ini mah👏
fvndyahmad;Kata Investor : Males ih inves ke IKN🗿
sa0115035;Sampah IKN
rahmi_syaf16;Untuk menarik investor...tapi negara tergadaikan...Penjahan model terbaru
ricky.telew03;Kata ny laku keras🗿
stroyastroy1015;Mending bapak dan keturunan bapak aja yg hidup di IKN sampe 190 tahun lebih (3 generasi). Semoga abis di obral banyak yang mau ya pak, sayang banget kalo udah obral tapi mangkrak. 🏃🏻‍♀️‍➡️
abang_ruri;Negara ini dijual murah ya
battousai_022;Jual sja sekalian ni negara 🤣
indra.mauliza;Penjajahan modern
danicrisjk;@suryaaa8045
sekarmartodiharjo;Ya Allah pak, rakyat indonesia aja banyak yang gak punya tanah. rakyatmu sendiri kamu usirin dr tanah adatnya atas nama pembangunan.. Pak Jokowi dah tau belum sampai ada ya g serumah lebih dr 3 KK ?????? Soekarno memerdekakan Indonesia knp hari ini negeri kita seperti dijajah atas nama pembangunan ya ???????
gbswahyu;Nti jadi freeport😂😂😂😂
saef_assudais99;Investasi HGU atau mau jual beli lahan ini maksudnya??? HGU KOK LAMA BANGET 😭
rizha_rahman;💩
dewi_muawiyah_thalib;Ada kah cara lain ya...😇😇
mrusli22;Makin ngawur pakde😢
09yardim;Semoga di kasih umur panjang sampe 190 tahun pak🗿
junnzs;"Buset, apa kalian gak mikir inituh kayak value negara kita lagi di ""obral"" besar besaran. Ngeri amat dah 😢"
adoynawawi17;Gileeee bener ,,,,,umur nya sampe 250tahun nih
kangmas.abhi;Saya mau investasi 20rb deh, mau pake lahan 2 hektar aja
pythamalia;Mending reformasi lagi😢😢👏 Yaa Allah tolong ganti dia dan seluruh antek & keluarganya spy tidak jd dinasti ORBA jilid 2.. Aamiinn 😭
shantikeket;Se frustasi ituuhh??? 😮😮
agsu_her;Sedih saja terlalu memaksakan dan alasan yang tak masuk akal 😢😢
sugiono.spkp;Indonesia 🇮🇩 tidak dijual ❗❗❗
heepdjyan;Wkwk
banjarmasinujung;Banyaki sabar wal lah, mudah2an anak cucu kita kd kebagian ngalihnya
kafrawi_rxtn;Paling manis itu janji nya pak jokowi
pujiwatam;Mudah2han nanti pak prabowo setelah dilantik tahu mana skala prioritas buat bangsa ini
asrianiarif77;🤣🤣🤣
kyyiskn_;😂😂😂
dea_mawarfira;A
diesukma113;Busyettt....Kalimantan di Jual itu mah dgn dalih Investasi!! Hadeuhh 😁😂🤣
ahmad.syaifuddin374;Kucluk2
wijaya7519;wahai rakyat jangan plonga plongo...ini sama saja dengan tega rakyatnya terjajah ....i? ini pemimoin model apa?
anjalska;Akan diingat sepanjang masa
lutfifrediansyah;Ni kan paduka kalian jilat aje terus ampe mati bersama di tawur sama rakyat nya sendiri
nurkhayanto75;😂
fa_adiw;Bilang aja kalau bininin org tmpat di negara sndiri 🤐
edotampu12;Gitu lah kalo di Konoha ini kalo konaha ini tumpur atau bangkrut datangin aja rumah nya 😂🤣
ismail_utsman;Penjualan negara bergaya investasi 😂, apa lagi investasi di proyek yaaa kalian tau sendiri kan😂.
oni_barita;Kang boong
webtonnnn;😂😂😂😂 MAKIN MISKIN INDONESIA
19_alwah;Indonesia ajha Merdeka masih 79 tahun... Ini 190 th....Ampun dah guwa😢
emil_abdul_80;Untuk menjajah bangsanya sendiri..
infoleuwipanjang;Istidradz paaaak, eling silaing sujaaang🔥Dunya ges kolot, umur silaing ges kolot.
alfinashndyn;Masih kurang kmaren dijajah sana sini? 😢
frengkyvis;Masih Percaya?
soegir46;nanggung bgt knp ga 590 tahun aja
rendissa17;VOC aja minder 🗿
mhmdrizky33;gini amat
esa_toaf;Sudahenyandang manusia terlicik di Konoha belum sih dia???? 😂😂😂😂
endro_93;Kok gini yah?
bey.ode_;Rakyat gk usah ikut campur
johnny.tawas;Matek aja lu
dotysaputra;Udah ga punya jalan lagi
rahmathiedayat;😂
charis_nvl;Pak pak, gadai kok bangsa sendiri, miris
imhastaring;Ini orang apa masih warass siihh
k.h.a.i.r.4;Sudah nda sehat lagi orang itu 😂😂😂😂
wafiiq1_;"190 th yg akan datang.. yakin orang"" hidup 2024 masih hidup, kasihan anak cucu yg akan datang 😢"
rahmasani_forever;Ngawur e poll jan 😮😮😮
ahliana.co.id;Kalo menurut mbak Nana kebijakan HGU 190th ini gmn? @najwashihab
ardiyans75|habibur.rahman98;10 tahun menjabat daya rusak 190 tahun 👏|@ardiyans75 blm ditambah anaknya, anaknya ada 2 pula, dan jgn lupakan dia jg ada cucu.
syaeul_huda;Ngeri
trioadi_setiawan;Koca lu jok..obral trus aja jok
b_a174;nanggung.. genapin 200
doddy_noer_saliem;"Rakyat masih banyak yg belm punya rumah pak.. .? IKN itu  gak penting"" amat buat rakyat pak....coba survey ke lapangan jangan euforia dulu  atas kemenangan anak bapak sebagai wapres.........INGAT SILA KE 5 PAK ( KEADILAN SOSIAL BAGI SELURUH RAKYAT INDINESIA )"
gusfrendi05;😂😂😂 tenang pak.. 58% rakyat bapak percaya kok. Ama alibi bapak.. nnti bagi2 smbangko aja. Pada nganguk2 kok 😂
sunday_frees;Pensiunannya sampe cucunya punya cucu
nurhadihusain;Negara Lo gadaikan, kapan lengsernya neh orang gak tahu malu
y.pr4tama_;Indonesia di jual sdikit demi sdikit
ririnrinni;Bener2 Gilak
mochverijuliantoni;Ngga sadar sadar ni.. Termasuk yg mau lanjut
linalokayani;Hadeuh capek deh pak😢
doyo_xsc;Jual aja negri konoha nya🔥🔥🔥
sigarlakitorrie;Presiden ngegedabrus cocot'e 😂😂
anggi_abdullah_;Penjajahan dengan dalih Investasi
rachmatajii;iya aja dah
anggaprayudhibasyir;Wajar ,krna g laku. Jadi promo nya di brutalin 😂🤣
rezahutauruk;Biar anak cucu kita nanti gak punya masa depan lagi. Dan gak punya lahan. Kan anak cucunya dah diusahain biar ditanggung negara seumurr hidupnya
yudhiwahyu66;Kalau ga bisa jadi investasi pribumi dari Kalimantan dapat apa ? Apa cuma jadi penonton doang?
fitrilauzie;Heran pendukunh fanatik nya ngeliat beliau ini dari apanyaa🗿
sarmonadisarmonadi;Tuan tanah sistime voc.
jhonsoon.111;Hadeeeeeehhhhh
ybmrty;Kalo investasi digadang, IKN walau pake sistim otorita akan rontok, swasta bakal jadi pemenang dan wajah IKN gak akan beda dari Jakarta. Untuk IKN sehaeusnya beban penganggaran pemerintah : swasta setidaknya 50:50. Bila sisi pemerintah lbh besar , lebih baik. Maka harus disadari mbangun IKN itu tidaklah mudah dan murah.
fauzia.ys;Kau jual ajaa semaumu ,asal bapak senang.
fahmyalhasby;Jadi semakin paham siapa yang diuntungkan dalam hal ini, penguasa dan pengusaha. Rakyat hanya dapat ampasnya doang
sonnyruspandi;parah😢
rieza.iriez;😱
dimasdhanes;Awokwok
yuriimiftah;Lebih hina dari compeny
sinarmahirindoteknik;Jual aja pak😂
okedenwat;Akibat makan gratis wkwk
ekowijaya12;JAHHH
th_pranoto13;Lah sma aj jual negara
mas_err25;Mangkrak gw yakin . Orang pengerjaannya juga rakyat pada ga ridho
nyelamkata;Muakk bnget liatt sorwowi ya tuhann,
adit16sptr;190, 2abad di kurang 2 periode jabatan dia, HAK GUNA USAHA di serahkan ke investor yg kemungkinan banyak dari asing, selama itu juga tanah kita bukan hak kita, tapi hak oligarki, 190tahun di serahkan ke orang yg belum tentu peduli sama negara cuman karena jabatan 2priode, sakti lebih sakti dari mama gufron ni orang
menggala.u;💩
betti.rosmawati;Diobral banget, kayak ga ada harganya 😢
putrakurcaci;diem² mau kaya eyang mega jual po3l*** ,dengan alih² bangak investor tergiur dengan ikn 😂 makanya kalo mau bertindak itu sesuai kapasitas
kirxcy;Paling tidak 19 presiden, 6 generasi, dan lebih dari 2x umur Indonesia saat ini. Mantap, memang menarik sih.
jogjagusmar;Astaghfirullah astaghfirullah astaghfirullah. Menyengsarakan rakyat Indonesia 😢
wdy_dk|wdy_dk|wdy_dk;190th 🗿 perhitungannya dr mana itu? Jgn2 asal obral aja 🗿|@wdy_dk terbaik tp 190th ke depan penerusnya dijebak janji nenek moyang, mirip freeport dulu.|@wdy_dk gini ini katanya terbaik?
auladi77;Rugi dong
pre_ndy_87;"2 periode ujung""nya"
beatrica_bb;Aman lah ATR bestienya walaupun ada UU agraria
hemaseptisalidri;Hadehhhh 😢 agak lain emang
anifia_;Ga selesai-selesai ulah nya ya😭👍🏻
muhammadiilyass;Tolong la siapapun bapak ibuk yg punya kekuasaan, masalah rakyat udh banyak, jangan ditambah dengan berita2 yg buat rakyat makin stress, kalian terpilih untuk mensejahterakan rakyat, bukan menyiksa rakyat, kalau gk mampu ya berhenti, jangan berlarut2 berpura2 sempurna, dah itu aja.. pokoknya udh stress liat kebijakan pemerintah ini,
wijaya_okto;HGU apa pulau kalimantan mau dijual.. 😂😂😂
andyjuliant85;udh mau akhir jabatan belom juga keluar itu duit 11rb T dari kantong nya🥲😢
xycholate;
dickydongki;Wedaaaaannn dpr pada ngapaiiiiiiiinnn????!!!
xeesa.xee;buat miskinin rakyat semelarat melaratnya
efiyanahidayat;Negara udah kaya punya keluarga Jokowi, heran gw
adegmidut;Suka suka mu lah jo jo, ubah aja aturan sblm pelantikan penerus mu, 🐕‍🦺🐕‍🦺
imansyuhadaspbu;Sebutkan janji politik beliau yang ditepati ??
emriza;Semoga kedepannya, perpres nya di batalkan Prabowo..
fajrimubarok_;Diakhir jabatan presiden pak Jokowi bak seperti dikejar kejar mimpi nya sendiri ditengah realita APBN yang bolong, BUMN karya banyak yang bangkrut dan terlilit hutang, kondisi ekonomi yang buruk, daya beli masyarakat terus menurun, PHK dimana mana, dan sebagainya. Izin HGU hingga 190 tahun itu menurut saya bentuk kepanikan yang luar biasa dari seorang Jokowi, dimana gak ada investor besar yang mau masuk ke IKN! Prabowo sendiri pun dalam pernyataan terbaru malah mengkritik kebijakan pembangunan infrastruktur yang ugal ugalan tapi berdampak buruk pada Indonesia dan rakyatnya. Apalagi dengan program makan siang gratis Prabowo yang terus di revisi karna masalah anggaran yang gak cukup, tentu Prabowo akan sangat realistis untuk menghentikan IKN!
tondi_ng1000;Katanya investasi banyak
dayad_tsubasa;Macam bapak ini aja punya negara
sauqi_prilly02;kej4mm
kityy_hidayat;Rakyat nggak butuh Ibu kota baru , tp butuh makan , dan ke sejahteraan
trie_wiens;Naudzubillahi mindzalik, bapak taubat pak....
argicha910;Daripada jadi ibukota IKN lebih menarik bagi investor asing jika jadi negara dalam negara kayak Macau dan Hongkong
autoboth_;PENJAJAHAN YANG NYATA !! DAN 279juta hanya diam
adiredja_3;Kalau 3 periode bisa sari level sama VOC
adefarianda;New singapore soon 😂 siap2 dpt kiriman manusia dr negara yg paling bnyak penduduknya😂,, cpt2 dijadikan warganegara, biar pemilu anak kdepan nambah suara😂
daurwaktu;Saya hanya bisa mendoakan yang terbaik, semoga kita semua selalu dalam lindungan Gusti Allah, dijauhkan dari masalah dan sumber masalah.
yadidempet;Udah mau pensiun udah jangan di acak2 lg
farjafar16;dia siapa da???
ahmadsobah04;Kado buat pejuang wapres terpilih
acryl1c.3gp;takut
binyoenyo;Pak rockyyyy, omongan anda tepat kembalii 😂😂😂😂
daniel_ahda;jual jual
tyas_anugraheni;HGU yg tadi 30an tahun aja hutan banyak hancur,  ini  190 tahun  akan jadi apa hutan di Indonesia. Bener2 nyesel se nyeselnya pernah  pilih anda pak...kirain pro lingkungan,pro rakyat
broniszahra;Kau jual Kalimantan ya pak...
genkofrun;Yah kaga laku ya??? 🤣
rahmatsrihandoyo;190thun udah ngelebihin seumur hidup utk rata2 usia orang sekarang. emng harus kayak gini ya Pak, demi project yg sebenere blm urgent namun dipaksakan. konsep pindah ibu kota itu kan kalo neraca keuangan surplus Pak,.bukan dengan cara menambah utang
laguna_wang;Merdeka nya belum 1 abad , eh malah mau digadai 2 abad 🤣
vincenzo111213;Wi Wi
onieonboy08;OMONGAN NYA GAK ADA SATU PUN YG BISA DI PEGANG!!! 😂😂😂
linggafriliando;MAKANYA KAKEK JANGAN KEBANYAKAN NGALOCO DULU !!!!
raka_agustian90;Dg marketing seperti itu,berarti  IKN memang tdk menarik minat investor!
sekolah_ayo;Padahal pas debat pilpres berkoar sudah banyak investor
sitii_nurbayyaa;Gegaya bangun IKN, tpi gak mau tinggal disana 🤣🤣🤣
sawati.risyandi;Ga masuk akal
mbagasc;Dah selesai sekarang aja, hasil kerja penuh utang
didoandriyana;enge mikir gak anak cucu 🗿
